period_start,period_end,report_month,country,fnid,unit_name,country,county,sub_county,livelihood_zone_code,livelihood_zone_name,ipc_phase,humanitarian_assistance,unit_type,fewsnet_region,ipc_phase_label
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C312010019,"Central Highlands, High Potential Zone, Buuri, Meru, Kenya",Kenya,Meru,Buuri,KE19,"Central Highlands, High Potential Zone",3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C312020019,"Central Highlands, High Potential Zone, Central Imenti, Meru, Kenya",Kenya,Meru,Central Imenti,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C313010019,"Central Highlands, High Potential Zone, Chuka/Igambang'Ombe, Tharaka Nithi, Kenya",Kenya,Tharaka Nithi,Chuka/Igambang'Ombe,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347010019,"Central Highlands, High Potential Zone, Dagoretti North, Nairobi, Kenya",Kenya,Nairobi,Dagoretti North,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347020019,"Central Highlands, High Potential Zone, Dagoretti South, Nairobi, Kenya",Kenya,Nairobi,Dagoretti South,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347030019,"Central Highlands, High Potential Zone, Embakasi Central, Nairobi, Kenya",Kenya,Nairobi,Embakasi Central,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347040019,"Central Highlands, High Potential Zone, Embakasi East, Nairobi, Kenya",Kenya,Nairobi,Embakasi East,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347050019,"Central Highlands, High Potential Zone, Embakasi North, Nairobi, Kenya",Kenya,Nairobi,Embakasi North,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347060019,"Central Highlands, High Potential Zone, Embakasi South, Nairobi, Kenya",Kenya,Nairobi,Embakasi South,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347070019,"Central Highlands, High Potential Zone, Embakasi West, Nairobi, Kenya",Kenya,Nairobi,Embakasi West,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C321010019,"Central Highlands, High Potential Zone, Gatanga, Murang'a, Kenya",Kenya,Muranga,Gatanga,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322010019,"Central Highlands, High Potential Zone, Gatundu North, Kiambu, Kenya",Kenya,Kiambu,Gatundu North,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322020019,"Central Highlands, High Potential Zone, Gatundu South, Kiambu, Kenya",Kenya,Kiambu,Gatundu South,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C320010019,"Central Highlands, High Potential Zone, Gichugu, Kirinyaga, Kenya",Kenya,Kirinyaga,Gichugu,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322030019,"Central Highlands, High Potential Zone, Githunguri, Kiambu, Kenya",Kenya,Kiambu,Githunguri,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322040019,"Central Highlands, High Potential Zone, Juja, Kiambu, Kenya",Kenya,Kiambu,Juja,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322050019,"Central Highlands, High Potential Zone, Kabete, Kiambu, Kenya",Kenya,Kiambu,Kabete,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347080019,"Central Highlands, High Potential Zone, Kamukunji, Nairobi, Kenya",Kenya,Nairobi,Kamukunji,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C321020019,"Central Highlands, High Potential Zone, Kandara, Murang'a, Kenya",Kenya,Muranga,Kandara,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C321030019,"Central Highlands, High Potential Zone, Kangema, Murang'a, Kenya",Kenya,Muranga,Kangema,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347090019,"Central Highlands, High Potential Zone, Kasarani, Nairobi, Kenya",Kenya,Nairobi,Kasarani,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322060019,"Central Highlands, High Potential Zone, Kiambaa, Kiambu, Kenya",Kenya,Kiambu,Kiambaa,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322070019,"Central Highlands, High Potential Zone, Kiambu, Kiambu, Kenya",Kenya,Kiambu,Kiambu,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347100019,"Central Highlands, High Potential Zone, Kibra, Nairobi, Kenya",Kenya,Nairobi,Kibra,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C319010019,"Central Highlands, High Potential Zone, Kieni, Nyeri, Kenya",Kenya,Nyeri,Kieni,KE19,"Central Highlands, High Potential Zone",2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C321040019,"Central Highlands, High Potential Zone, Kigumo, Murang'a, Kenya",Kenya,Muranga,Kigumo,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C321050019,"Central Highlands, High Potential Zone, Kiharu, Murang'a, Kenya",Kenya,Muranga,Kiharu,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322080019,"Central Highlands, High Potential Zone, Kikuyu, Kiambu, Kenya",Kenya,Kiambu,Kikuyu,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C318010019,"Central Highlands, High Potential Zone, Kinangop, Nyandarua, Kenya",Kenya,Nyandarua,Kinangop,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C318020019,"Central Highlands, High Potential Zone, Kipipiri, Nyandarua, Kenya",Kenya,Nyandarua,Kipipiri,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C320020019,"Central Highlands, High Potential Zone, Kirinyaga Central, Kirinyaga, Kenya",Kenya,Kirinyaga,Kirinyaga Central,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C331010019,"Central Highlands, High Potential Zone, Laikipia East, Laikipia, Kenya",Kenya,Laikipia,Laikipia East,KE19,"Central Highlands, High Potential Zone",2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C331030019,"Central Highlands, High Potential Zone, Laikipia West, Laikipia, Kenya",Kenya,Laikipia,Laikipia West,KE19,"Central Highlands, High Potential Zone",2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347110019,"Central Highlands, High Potential Zone, Langata, Nairobi, Kenya",Kenya,Nairobi,Langata,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322090019,"Central Highlands, High Potential Zone, Lari, Kiambu, Kenya",Kenya,Kiambu,Lari,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322100019,"Central Highlands, High Potential Zone, Limuru, Kiambu, Kenya",Kenya,Kiambu,Limuru,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C313020019,"Central Highlands, High Potential Zone, Maara, Tharaka Nithi, Kenya",Kenya,Tharaka Nithi,Maara,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347120019,"Central Highlands, High Potential Zone, Makadara, Nairobi, Kenya",Kenya,Nairobi,Makadara,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C314010019,"Central Highlands, High Potential Zone, Manyatta, Embu, Kenya",Kenya,Embu,Manyatta,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C321060019,"Central Highlands, High Potential Zone, Maragwa, Murang'a, Kenya",Kenya,Muranga,Maragwa,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C316040019,"Central Highlands, High Potential Zone, Masinga, Machakos, Kenya",Kenya,Machakos,Masinga,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347130019,"Central Highlands, High Potential Zone, Mathare, Nairobi, Kenya",Kenya,Nairobi,Mathare,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C321070019,"Central Highlands, High Potential Zone, Mathioya, Murang'a, Kenya",Kenya,Muranga,Mathioya,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C319020019,"Central Highlands, High Potential Zone, Mathira, Nyeri, Kenya",Kenya,Nyeri,Mathira,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C314030019,"Central Highlands, High Potential Zone, Mbeere South, Embu, Kenya",Kenya,Embu,Mbeere South,KE19,"Central Highlands, High Potential Zone",2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C319030019,"Central Highlands, High Potential Zone, Mukurweini, Nyeri, Kenya",Kenya,Nyeri,Mukurweini,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C320030019,"Central Highlands, High Potential Zone, Mwea, Kirinyaga, Kenya",Kenya,Kirinyaga,Mwea,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C318030019,"Central Highlands, High Potential Zone, Ndaragwa, Nyandarua, Kenya",Kenya,Nyandarua,Ndaragwa,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C320040019,"Central Highlands, High Potential Zone, Ndia, Kirinyaga, Kenya",Kenya,Kirinyaga,Ndia,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C312060019,"Central Highlands, High Potential Zone, North Imenti, Meru, Kenya",Kenya,Meru,North Imenti,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C319040019,"Central Highlands, High Potential Zone, Nyeri Town, Nyeri, Kenya",Kenya,Nyeri,Nyeri Town,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C318040019,"Central Highlands, High Potential Zone, Ol Jorok, Nyandarua, Kenya",Kenya,Nyandarua,Ol Jorok,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C318050019,"Central Highlands, High Potential Zone, Ol Kalou, Nyandarua, Kenya",Kenya,Nyandarua,Ol Kalou,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C319050019,"Central Highlands, High Potential Zone, Othaya, Nyeri, Kenya",Kenya,Nyeri,Othaya,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347140019,"Central Highlands, High Potential Zone, Roysambu, Nairobi, Kenya",Kenya,Nairobi,Roysambu,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347150019,"Central Highlands, High Potential Zone, Ruaraka, Nairobi, Kenya",Kenya,Nairobi,Ruaraka,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322110019,"Central Highlands, High Potential Zone, Ruiru, Kiambu, Kenya",Kenya,Kiambu,Ruiru,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C314040019,"Central Highlands, High Potential Zone, Runyenjes, Embu, Kenya",Kenya,Embu,Runyenjes,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C312070019,"Central Highlands, High Potential Zone, South Imenti, Meru, Kenya",Kenya,Meru,South Imenti,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347160019,"Central Highlands, High Potential Zone, Starehe, Nairobi, Kenya",Kenya,Nairobi,Starehe,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C319060019,"Central Highlands, High Potential Zone, Tetu, Nyeri, Kenya",Kenya,Nyeri,Tetu,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C322120019,"Central Highlands, High Potential Zone, Thika Town, Kiambu, Kenya",Kenya,Kiambu,Thika Town,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C312080019,"Central Highlands, High Potential Zone, Tigania East, Meru, Kenya",Kenya,Meru,Tigania East,KE19,"Central Highlands, High Potential Zone",3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C312090019,"Central Highlands, High Potential Zone, Tigania West, Meru, Kenya",Kenya,Meru,Tigania West,KE19,"Central Highlands, High Potential Zone",3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C347170019,"Central Highlands, High Potential Zone, Westlands, Nairobi, Kenya",Kenya,Nairobi,Westlands,KE19,"Central Highlands, High Potential Zone",1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C305010113,"Coastal Marginal Agricultural Mixed Farming Zone, Basuba, Lamu East, Lamu, Kenya",Kenya,Lamu,Lamu East,KE13,Coastal Marginal Agricultural Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C303010013,"Coastal Marginal Agricultural Mixed Farming Zone, Ganze, Kilifi, Kenya",Kenya,Kilifi,Ganze,KE13,Coastal Marginal Agricultural Mixed Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C304030313,"Coastal Marginal Agricultural Mixed Farming Zone, Garsen South, Garsen, Tana River, Kenya",Kenya,Tana River,Garsen,KE13,Coastal Marginal Agricultural Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C304030413,"Coastal Marginal Agricultural Mixed Farming Zone, Garsen West, Garsen, Tana River, Kenya",Kenya,Tana River,Garsen,KE13,Coastal Marginal Agricultural Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C305020113,"Coastal Marginal Agricultural Mixed Farming Zone, Hindi, Lamu West, Lamu, Kenya",Kenya,Lamu,Lamu West,KE13,Coastal Marginal Agricultural Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C334040013,"Coastal Marginal Agricultural Mixed Farming Zone, Kajiado South, Kajiado, Kenya",Kenya,Kajiado,Kajiado South,KE13,Coastal Marginal Agricultural Mixed Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C303020013,"Coastal Marginal Agricultural Mixed Farming Zone, Kaloleni, Kilifi, Kenya",Kenya,Kilifi,Kaloleni,KE13,Coastal Marginal Agricultural Mixed Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C317020013,"Coastal Marginal Agricultural Mixed Farming Zone, Kibwezi East, Makueni, Kenya",Kenya,Makueni,Kibwezi East,KE13,Coastal Marginal Agricultural Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C303030013,"Coastal Marginal Agricultural Mixed Farming Zone, Kilifi North, Kilifi, Kenya",Kenya,Kilifi,Kilifi North,KE13,Coastal Marginal Agricultural Mixed Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C303040013,"Coastal Marginal Agricultural Mixed Farming Zone, Kilifi South, Kilifi, Kenya",Kenya,Kilifi,Kilifi South,KE13,Coastal Marginal Agricultural Mixed Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C302010013,"Coastal Marginal Agricultural Mixed Farming Zone, Kinango, Kwale, Kenya",Kenya,Kwale,Kinango,KE13,Coastal Marginal Agricultural Mixed Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C304030613,"Coastal Marginal Agricultural Mixed Farming Zone, Kipini West, Garsen, Tana River, Kenya",Kenya,Tana River,Garsen,KE13,Coastal Marginal Agricultural Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
